reference,direction,rmse_thresh_deg_1jnd,rmse_jod_0.1deg,rmse_jod_0.5deg,rmse_jod_1.0deg,rmse_jod_5.0deg,rmse_jod_10.0deg,rmse_jod_20.0deg,psnr_thresh_deg_1jnd,psnr_jod_0.1deg,psnr_jod_0.5deg,psnr_jod_1.0deg,psnr_jod_5.0deg,psnr_jod_10.0deg,psnr_jod_20.0deg,ssim_thresh_deg_1jnd,ssim_jod_0.1deg,ssim_jod_0.5deg,ssim_jod_1.0deg,ssim_jod_5.0deg,ssim_jod_10.0deg,ssim_jod_20.0deg,ms_ssim_thresh_deg_1jnd,ms_ssim_jod_0.1deg,ms_ssim_jod_0.5deg,ms_ssim_jod_1.0deg,ms_ssim_jod_5.0deg,ms_ssim_jod_10.0deg,ms_ssim_jod_20.0deg,iw_ssim_thresh_deg_1jnd,iw_ssim_jod_0.1deg,iw_ssim_jod_0.5deg,iw_ssim_jod_1.0deg,iw_ssim_jod_5.0deg,iw_ssim_jod_10.0deg,iw_ssim_jod_20.0deg,vif_thresh_deg_1jnd,vif_jod_0.1deg,vif_jod_0.5deg,vif_jod_1.0deg,vif_jod_5.0deg,vif_jod_10.0deg,vif_jod_20.0deg,fsim_thresh_deg_1jnd,fsim_jod_0.1deg,fsim_jod_0.5deg,fsim_jod_1.0deg,fsim_jod_5.0deg,fsim_jod_10.0deg,fsim_jod_20.0deg,srsim_thresh_deg_1jnd,srsim_jod_0.1deg,srsim_jod_0.5deg,srsim_jod_1.0deg,srsim_jod_5.0deg,srsim_jod_10.0deg,srsim_jod_20.0deg,gmsd_thresh_deg_1jnd,gmsd_jod_0.1deg,gmsd_jod_0.5deg,gmsd_jod_1.0deg,gmsd_jod_5.0deg,gmsd_jod_10.0deg,gmsd_jod_20.0deg,ms_gmsd_thresh_deg_1jnd,ms_gmsd_jod_0.1deg,ms_gmsd_jod_0.5deg,ms_gmsd_jod_1.0deg,ms_gmsd_jod_5.0deg,ms_gmsd_jod_10.0deg,ms_gmsd_jod_20.0deg,vsi_thresh_deg_1jnd,vsi_jod_0.1deg,vsi_jod_0.5deg,vsi_jod_1.0deg,vsi_jod_5.0deg,vsi_jod_10.0deg,vsi_jod_20.0deg,mdsi_thresh_deg_1jnd,mdsi_jod_0.1deg,mdsi_jod_0.5deg,mdsi_jod_1.0deg,mdsi_jod_5.0deg,mdsi_jod_10.0deg,mdsi_jod_20.0deg,haarpsi_thresh_deg_1jnd,haarpsi_jod_0.1deg,haarpsi_jod_0.5deg,haarpsi_jod_1.0deg,haarpsi_jod_5.0deg,haarpsi_jod_10.0deg,haarpsi_jod_20.0deg,dss_thresh_deg_1jnd,dss_jod_0.1deg,dss_jod_0.5deg,dss_jod_1.0deg,dss_jod_5.0deg,dss_jod_10.0deg,dss_jod_20.0deg,lpips_thresh_deg_1jnd,lpips_jod_0.1deg,lpips_jod_0.5deg,lpips_jod_1.0deg,lpips_jod_5.0deg,lpips_jod_10.0deg,lpips_jod_20.0deg,dists_thresh_deg_1jnd,dists_jod_0.1deg,dists_jod_0.5deg,dists_jod_1.0deg,dists_jod_5.0deg,dists_jod_10.0deg,dists_jod_20.0deg,pieapp_thresh_deg_1jnd,pieapp_jod_0.1deg,pieapp_jod_0.5deg,pieapp_jod_1.0deg,pieapp_jod_5.0deg,pieapp_jod_10.0deg,pieapp_jod_20.0deg
I01,clockwise,0.23267205467941668,0.27896714046459437,1.983644649919463,2.6159847186051026,3.129524412029679,3.214747209902323,3.3243383432717524,0.2328303436397505,0.27788320272608535,1.9855296202429278,2.6050515717973566,3.0653514629938976,3.1338039524350463,3.2160188414686197,0.3390953156445585,0.1506201998665233,1.674268466149691,2.511847467390635,2.954435863857925,2.9773193505680204,3.025774376874418,0.4568437552582956,0.1721495377342901,1.1362411641334313,2.215329834100573,2.676701783759288,2.6788476034069326,2.6794637518333273,0.2737910390395585,0.32484315655390184,1.9033608429961415,2.5446330635134142,2.576447898697169,2.576447957468744,2.576447962009616,0.29234861410147905,0.3603171945445048,1.7580229439680921,2.4524531641800906,2.806163529775162,2.824858163600376,2.8349640762116506,0.07835609487508857,1.3077976111633234,2.7003050257164887,2.8163869938466632,2.8413740751109344,2.841868903512477,2.84220883376679,0.08112438530144794,1.2689968270012741,2.5681963227866618,2.6304180867879268,2.641997586030925,2.642266357860649,2.6423186821986064,0.10945614991907948,0.9217310898821567,2.3834158889232255,2.6389678163153474,2.7375783345904687,2.7429145272512945,2.7447214060258633,0.123760656204527,0.8031076833137036,2.3952344165257093,2.682794628623279,2.7879452387361257,2.792838058866371,2.7944497351256032,0.14355285186019812,0.6839063414458906,2.243361909934265,2.5882341858323343,2.7329844414248328,2.7362789698577217,2.737422462389077,0.09981016232810835,1.0021627179325414,2.427650106620051,2.6480745050592387,2.8314769730680704,2.8595310440900596,2.8824874713727757,0.16027321161075922,0.64563314582605,2.108129847076704,2.7355799744670364,3.3375417666171003,3.3995230702383417,3.417467876927496,0.19621694041524362,0.5266932546510361,1.9328679979200842,2.465816824406147,2.6377835086216237,2.6490276904130496,2.6548531729210936,2.234162041817533,0.05899948341459882,0.25789596170915724,0.4881879107875294,1.7292959069698288,2.283677587686405,2.7060033736017983,4.182359862629266,0.23582859846550738,0.3406320867937317,0.45446207507704517,1.1490243496983599,1.8689063797553829,2.306475220052609,2.79289901658208,0.3220215786429609,0.7702358553603433,0.7695287551473678,1.2355192813421794,1.7207015493124729,2.5529725013001814
I01,counter_clockwise,0.23304944733339494,0.27838639680693156,1.981033299344225,2.6072457094095194,3.113477355117742,3.218790281531674,3.3363298007148847,0.23320816970366312,0.27729264687043265,1.9829204326097245,2.596754847348344,3.0521059625395215,3.136964184928861,3.224512885960888,0.33868704410735223,0.15106921249071892,1.6737288099860868,2.511522962077928,2.949412458256994,2.975385392852207,3.0221377609334787,0.4467660688361942,0.1730207579169072,1.171181658563246,2.245976783428943,2.676458073681622,2.6786933765538503,2.6794601339926576,0.2730847783149291,0.32541463282532224,1.9052380031895133,2.546257952824754,2.576447884992554,2.5764479565596394,2.5764479619960428,0.2923841226282116,0.3601410971685909,1.7576655252933175,2.4515987641761208,2.806053868038825,2.825075009403714,2.835402706700743,0.0791817657565089,1.2842186914758713,2.712041739376673,2.8148242918127835,2.8411421146008706,2.84190359047102,2.8421602234734564,0.08276910497355622,1.239501752525257,2.5696406289374636,2.6308590745940137,2.641984188615538,2.6422530159217104,2.642320617827181,0.1077540113046305,0.9350855404802956,2.417870311626262,2.6536688393745256,2.7357400597689723,2.742403611849039,2.7442014126595633,0.12385769262933587,0.8009096833471152,2.4252390203619907,2.6963759427212963,2.7863702479746033,2.792586199607527,2.7943313175654767,0.14521126891542052,0.6774998860023516,2.2592251895025584,2.5865151839238933,2.732750927077632,2.7361851326118085,2.737339939656067,0.10021211860252942,0.9981224459026503,2.430856143233723,2.646826733558212,2.8233351557877917,2.8503724341789956,2.8769520650312512,0.1537429879236533,0.6536468078495652,2.2503374022330505,2.8010787561293533,3.32425961594652,3.39327757621351,3.4153959969782335,0.20975879179782544,0.5115525068204079,1.8995116755233994,2.459157936759084,2.6390589131299294,2.649371600750328,2.654965579398322,2.256142546427471,0.05984242833379533,0.2568691459657298,0.49121107019780935,1.7288554164194643,2.317112751823462,2.7199586663950917,3.375173828277817,0.2375113423465192,0.3227267458883415,0.45880503858899496,1.3895039509805414,1.9882788484103515,2.3773735921357733,4.7105149933538,0.30263754389889885,0.9438266796899771,0.8195372299239799,1.097593487364866,1.9595187647658894,2.573473999500469
I02,clockwise,0.46991484243919046,-0.03010626650442294,1.0690412649563976,1.7036641974448576,2.665053574031224,2.9954755760889276,3.2349248425178088,0.47027585773916775,-0.04574391935455013,1.0681160342463656,1.7048123122900911,2.6514278710299957,2.9518264521145294,3.14948817265156,0.4095840689917544,0.12581136765451362,1.3203433600578398,2.2452464308684057,2.7350685935034775,2.8061573828700093,2.8399374469851546,0.5655158396431443,0.1459195222666878,0.8324423489513468,1.8634243776492125,2.6606648940293978,2.676701237139474,2.6791663101997134,0.3305032158559405,0.27788063425026355,1.6126666348003171,2.4871028466424274,2.5764469228319244,2.5764479425951388,2.5764479612038107,0.37506597306895173,0.30615238066609496,1.4380761583223505,2.2874313027120943,2.7772026952612543,2.813025534822411,2.8292993774414885,0.1218364394009595,0.8125376940090518,2.504341273967384,2.7560524781054028,2.8372760677050337,2.8400537875602367,2.840501192406464,0.12804854205387098,0.7697349788388692,2.3989030232654613,2.598393780565857,2.641438822079408,2.642255372566524,2.642324335989997,0.2080834101133069,0.43571357018306855,1.9137775930907854,2.408554369158518,2.70543305625919,2.7239171322581384,2.727746232961415,0.23732167732363973,0.3718939196144151,1.8358474592607898,2.4071873489333964,2.7608347001908546,2.7795584287435444,2.784837497221665,0.2037332575623593,0.4783004750993314,1.9534274024363185,2.466565565403471,2.7245699457166666,2.7336639789459696,2.7359198163503606,0.15435097383928378,0.6132051822448479,2.161709882951705,2.4762431398679787,2.7414455716766355,2.7911330098984948,2.7969106575064595,0.2995665750239145,0.29125596795831576,1.5416819292270674,2.3520898766268985,3.2742971857700987,3.35698949804474,3.3785839487091742,0.3321284210027679,0.3676306188478975,1.3974340887180006,2.1283665767978164,2.6232155245386366,2.644017639376216,2.652022463666299,2.8789824162463336,0.05186446240205361,0.19468732626363222,0.3879288625156329,1.4484400517133897,2.0951618531819314,2.590564714552253,6.262943928519834,0.23039404502138,0.32893534658951,0.3667122923194324,0.8091830044721489,1.4474359844062794,2.2008751450388253,7.319764262309754,0.18638011472336558,0.46575491380295475,0.4968974554648501,0.7349928658694344,1.3204740919450018,2.0714592685449853
I02,counter_clockwise,0.4705560228374425,-0.02872541211709745,1.0674103971916393,1.7046941487231946,2.6642051626098615,2.99612130783136,3.2366279886798273,0.4709177451199792,-0.04423159926892317,1.0664864083701082,1.7058466871871283,2.650629092895847,2.9523877887297907,3.1508019009200905,0.40909922068958443,0.12610076809132575,1.3217765221790385,2.2442172761761556,2.7309972901033372,2.80663627308932,2.8501423679038673,0.5426943132356024,0.147490088682813,0.885570472635306,1.895172184810069,2.66226096829132,2.6770739305852835,2.679276036829589,0.33117782825038183,0.2786724490016601,1.604940631373351,2.485894313116833,2.5764469756302733,2.576447946951137,2.5764479610893662,0.3749490016924503,0.30644749590976955,1.4382130272378733,2.287274713859624,2.7769997258271153,2.813841840946589,2.8310013846976645,0.12268301207086621,0.8073916226464917,2.508352159905371,2.7589669195822353,2.8372708927422536,2.8400683554987154,2.840486183399207,0.12318863659881737,0.8042234382993456,2.3925131973741145,2.599906247629292,2.641435212249121,2.6422529458158124,2.6423243054689465,0.21601778188729936,0.43644649028456595,1.9300675135920815,2.436220163430057,2.706526511635833,2.725022907267378,2.730657807092514,0.24152591853923458,0.37337575130075784,1.841871707913297,2.417299928109383,2.760674893671866,2.780088068611925,2.7864797770783483,0.20003310660259055,0.48246444220012563,1.9822899939545096,2.4743674175310844,2.724549942270187,2.7334971202653833,2.7358072266943054,0.15319587294413853,0.6227925315283798,2.1599139821259383,2.4743655264128037,2.7354991187854862,2.7688678616807976,2.787519442714727,0.29855739164594913,0.31427298920408475,1.5566875558641602,2.370522461959638,3.277441088021323,3.3571441705385716,3.3785881929732398,0.29755295077631605,0.37607330189939603,1.5667227043941239,2.2089381131163464,2.619426647434011,2.6449904568389684,2.6498845550090664,2.8573851094657607,0.052483504137641634,0.1935632341344658,0.38744424793575777,1.5185560059674432,2.1526843471183827,2.6200721179719086,5.298225953835038,0.23298655779931818,0.3143473978809285,0.3827274990381164,0.9531374708601155,1.7501783679170653,2.287605274081991,4.646087000878319,0.17097799883929243,0.46552635946967225,0.5858050012058723,1.0975763753299472,2.0748772280446266,2.5225027761771814
I03,clockwise,0.49267348893664664,-0.020191117520319324,1.0166302351588667,1.6827283864078657,2.810527216051601,3.118572589602537,3.3242934312583197,0.49304365455158616,-0.03490495464769061,1.0157566819552613,1.6837760722552377,2.7865571169413728,3.056322739445569,3.2159867884045146,0.5838447650118541,0.10272717450246649,0.8159424030807036,1.590494575931885,2.3269884700070076,2.4606070523650105,2.584186868901468,0.7879866683972387,0.12304705127090854,0.5180641780025561,1.2973579519688379,2.6242541780639073,2.671923871891421,2.6780942329105706,0.36487933636193254,0.2662801676798585,1.4662378329273453,2.4630895775816866,2.576447769848656,2.5764479596120173,2.576447961585724,0.4698217227444871,0.30221070782036247,1.0888359373148193,2.080816248660796,2.7570704731207503,2.8012406226001865,2.8144336303614734,0.12221511765940313,0.8224358593313355,2.447390779141415,2.7582389735373454,2.835677413627309,2.8391428985396487,2.8409488650886487,0.11235637617693932,0.8923312465702793,2.433832619612872,2.6122255345142094,2.6416816086765493,2.642254854705584,2.642314572069381,0.2220891866505688,0.4490987570879019,1.928195558898309,2.5433862326433254,2.738083575652342,2.74443315979425,2.7473769544110547,0.24933203204944504,0.3925965031092862,1.8563670137498105,2.5653162140401014,2.7901686493076188,2.795126059886009,2.796957511501815,0.21812803488460122,0.46291196523452527,1.8375406512832342,2.389181515463406,2.700854165299461,2.7242148763207297,2.7336336576754547,0.18344270051041123,0.5210721990358578,1.9903484347253404,2.4956461114896484,2.7934566902839277,2.8447454954132882,2.8742790509088416,0.25913651405884863,0.37270388725057657,1.770415529829263,2.6879918638035214,3.376943955442435,3.427562815072669,3.46560099834846,0.3446911231476112,0.33980315261555916,1.3893705549826336,2.1919924538169653,2.6431929744994704,2.6543048513556187,2.655990237989954,3.785134034574369,0.0541712608311431,0.14312131442774417,0.28151397044814125,1.2632358954666716,2.0153642430577032,2.576382116158132,9.463224701969576,0.2222079591860625,0.28364880053582286,0.30938762299846456,0.5716279702912841,1.0305090854246257,1.6710639431533825,4.1575400665367646,0.17467567450286514,0.2862735895932428,0.34912636607726233,1.0906899359264184,1.94441435995217,2.404798285520802
I03,counter_clockwise,0.4906627421484936,-0.01511117692532249,1.0214728270973703,1.6888468535052263,2.83023962750264,3.143201153351593,3.3575251436474316,0.49102696051930567,-0.02936958489577912,1.0205927725712258,1.6899240547418817,2.8045567589275247,3.076556768629605,3.2392332081477995,0.5859011146064642,0.10264645166805586,0.8112754008120602,1.5842352111515776,2.308543328008744,2.4314950074063715,2.568387499945784,0.7869094645155896,0.12340140067778815,0.5205986271796648,1.2967467211627222,2.6234582370507376,2.6715373230160955,2.678202801660925,0.3614605000238144,0.2698787899935713,1.475767204038501,2.4638708950717128,2.576447755094959,2.57644796017967,2.576447961618687,0.47067785105205795,0.30216857146415677,1.0851611995860106,2.0735292286613616,2.75567259040607,2.8019264073438204,2.818290273669831,0.12021280023619571,0.8388272811312163,2.445947968507653,2.7571800995992817,2.8358504029761207,2.8388584755771262,2.8404562430112037,0.10876171048735782,0.9270347915811499,2.423425740141056,2.609190386574028,2.6416369150125547,2.64226807895443,2.642324844989389,0.2184839096592371,0.4731231160985381,1.915677196703006,2.5399174969294287,2.737271210142152,2.7443561432461316,2.747514315582969,0.2441963047593691,0.4025455234091342,1.8500781041379926,2.564779801696811,2.78973927063387,2.795238170582379,2.797020151871047,0.21580330063035982,0.4685808014669419,1.8378858960163598,2.3866165312911107,2.7023964126178726,2.7242544513251232,2.734117600623904,0.18452424210415513,0.5250018954618161,1.9779898879142872,2.4815543860988347,2.786258477488768,2.83278708556562,2.8733444185781893,0.25165098106144795,0.4042521902636622,1.7630660626836345,2.683345377549827,3.378827411803499,3.4363163357555564,3.4713348969900935,0.3353131869982989,0.3521200988950568,1.4441851600320206,2.120120810823664,2.6437201251576425,2.654313745867057,2.656759063884465,3.7580404111116836,0.05506011049677362,0.1426965477095436,0.27815152204719124,1.2690059208823325,2.0362882818339996,2.646867107925123,9.115741139393487,0.2313941932644629,0.27079387299842234,0.310037565640015,0.5932458825748013,1.0931625664374591,1.8147113608408074,4.754565174793379,0.17459789251091584,0.30571036124646156,0.28604530608464596,1.0305919545759545,2.012006956696234,2.460205777571707
I04,clockwise,1.375673792836449,-0.2084598253914347,0.394574694850121,0.811075104149686,1.987209417543407,2.4882232109944846,2.829749449652046,1.377542323198141,-0.25212674057691553,0.3947421475855706,0.8107353294163238,1.9890923856039535,2.482761280271239,2.8041103665048883,0.6250595881891223,0.0927660487504296,0.7790629694238538,1.3230176436458132,1.9458409489776614,2.1210521141327128,2.3038751679040015,1.1165185587750477,0.11296786134153436,0.4107323458704961,0.9007086799020416,2.392034409444384,2.6357494140182256,2.6770439653386404,0.4830485361167232,0.21853601923136967,1.0467722287454828,2.0665922863666175,2.576188272113532,2.5764456905440047,2.5764479600420955,0.6264018492607144,0.2788819775551281,0.7394476812580454,1.5237724194452054,2.580388087848941,2.7194006664305372,2.788483378974943,0.2416805810614837,0.38800520496852187,1.787964454811572,2.360574012043571,2.7545141425132442,2.7961773638103296,2.816293954780349,0.18081254185436535,0.5052162065595667,2.1050966144698577,2.5071216331435835,2.6364359041724583,2.6418195567617886,2.6423139945815137,0.4367051424753449,0.2556989603542741,1.173700687149719,1.9391771423892048,2.6116037090446533,2.6811121867388548,2.7125576047553115,0.4827574407583231,0.2016179349835252,1.0456989119913327,1.8302520868303824,2.6639752390915463,2.7418790023210526,2.7698350300788537,0.30379475883308726,0.334124022540891,1.513491384912868,2.1489592485645517,2.675749192166677,2.719932301418794,2.7315055958192715,0.3088976642739493,0.2806747599223805,1.4642658444283925,1.988270466271581,2.5345474682717035,2.669962874666757,2.7334222855109522,0.523249058955734,0.149844527712375,0.9433495845979785,1.7777471615767109,2.998579420973197,3.2047906188134014,3.281862742835525,0.5821311909812168,0.23144350798838786,0.8339654619487646,1.447425705359592,2.549663375513319,2.621534619243903,2.643542797026612,4.667287421423729,0.05384048339090214,0.16969108851942788,0.29080610734402773,1.0593192158072509,1.7107767096853796,2.382749028281156,8.011501908902364,0.2332226654201502,0.32329121171113206,0.3283052415448012,0.6953025421156003,1.1754906552498157,1.907778336573795,5.15957463877161,0.15203448818887333,0.39579633103403555,0.4641176753360995,0.8930282443635406,1.6613168576979427,2.277274736227634
I04,counter_clockwise,1.378073750680367,-0.20711879488218887,0.39706274308545186,0.8122810630978226,1.932585756320762,2.3762972401707936,2.7998357981554927,1.3799722354086328,-0.25045820978779276,0.39724481632445086,0.8119367727763744,1.9344642686191427,2.3741044776566738,2.7767604823221133,0.6236780130756069,0.09286001212662187,0.7799292246314531,1.327834463948058,1.9534767773852248,2.1165577788846175,2.324265090370444,1.122308647084219,0.11287286107939298,0.40333980702908656,0.8928434017890572,2.4161940834530906,2.6397754107490297,2.676996774783791,0.4827320761123206,0.2188734246583186,1.0472686858393372,2.068303097143092,2.5761987916620708,2.5764458817312823,2.5764479573492,0.6246319716362502,0.27888608406385673,0.7407047938959739,1.5282187912271277,2.586644606915848,2.7235053100936946,2.791364843593871,0.2406595605143314,0.3867901730059202,1.7982315128624577,2.367465881800399,2.7553271774338555,2.7951860373536874,2.8198129631298343,0.17787003292544248,0.5038340375250527,2.125792693019207,2.516941303497447,2.6367983878798213,2.642105062481278,2.642323205691582,0.4119786417142248,0.2480294753767356,1.2644447072723755,1.959023846657764,2.6036097127459574,2.6709374499767295,2.71218136828621,0.4596432579040593,0.20023144101739243,1.117785308108069,1.8569235382476912,2.6582426868749174,2.732829819904187,2.769078709889846,0.3002724595118757,0.3320007404595344,1.52131768834397,2.1471772009322194,2.671678812806931,2.717579191081313,2.7318508040730194,0.30193226694633196,0.28404338548250646,1.490643004782755,1.9919090826380847,2.506264247703512,2.6462407834888033,2.7682169425390315,0.5256874804098901,0.14477215781846553,0.9367605979313574,1.7705550870515303,2.982677820278763,3.1681824064984276,3.2986648407516306,0.5681031791300604,0.22995004972744937,0.8512978758653844,1.5591985363439562,2.5521056424554445,2.6255500858308096,2.6479196315328863,4.670794031226333,0.054173833440647856,0.16836462034063976,0.295576653263453,1.048056563851207,1.6734091535112736,2.358005859168324,9.206353098314905,0.23105888370182018,0.29284444233506235,0.33441271505022657,0.6384847004066064,1.0618303738399648,1.7367948246422007,5.976672234995306,0.16258670923183793,0.3612271257050257,0.401366159928332,0.9078073301852544,1.481968934647171,2.38316446411623
I05,clockwise,0.16198982826463443,0.5569794889888753,2.408815056326673,3.0494891809881386,3.4747063934421094,3.516677783660831,3.532502791468464,0.16210797635475935,0.5574307264532905,2.405800042151125,2.9983178999469016,3.311568596140322,3.3315152217179693,3.337501836033612,0.358513716747226,0.17160883196345544,1.5626987277262678,2.584504548044797,3.09511365007038,3.1130360282073086,3.1183133878606304,0.47412074539065807,0.17228710009842008,1.08131819325647,2.22130519222448,2.6792948279296978,2.679595877816068,2.6796251560012285,0.2639258994021065,0.3484618158806905,1.9279382556649738,2.5564140297698135,2.5764479611342272,2.576447962234111,2.5764479622640817,0.27747556688674513,0.3983768245184214,1.719581635231288,2.4451653424663027,2.812460904317187,2.8292995305780093,2.8359581254511537,0.07198134622367212,1.399903520440148,2.7251441349280867,2.826351226695351,2.84215680659986,2.8424344532375017,2.8425285773428186,0.07163249522793969,1.4293075500053192,2.5934276413570387,2.637606603830136,2.642284399246023,2.6423189187261187,2.642326015224512,0.10770692224000124,0.9387262784648414,2.418016420264023,2.6691882535972913,2.7392597387187725,2.74208559966841,2.742516643039814,0.11666121180752927,0.864048705798149,2.444543659449508,2.718967900008522,2.7902018639614994,2.7922434752549705,2.7922907480955255,0.09520061423770122,1.0539619943187972,2.5401442335596585,2.7104210852885444,2.7376388412167216,2.7377757958183793,2.7378133649403935,0.08387815213816889,1.207014041379595,2.5129438654083045,2.733990536464631,2.876484610174188,2.8927253244445867,2.899055629006298,0.15108448951250733,0.6614522535201086,2.2102448976370006,2.8737337168832475,3.385064277938355,3.425596564522266,3.4528800457145827,0.25237183081052983,0.45242669572121486,1.6811404829259118,2.285029236589253,2.625774919732521,2.6434372845501457,2.649145358777787,2.101215136001523,0.054209103214462095,0.2116217563107699,0.4611793811198302,1.924286753330722,2.536672418541543,2.7995784546630356,5.7953310271022005,0.22347061802090543,0.29044857865994406,0.37155661460145606,0.9386490849139489,1.4135555395072095,2.0748443459470653,3.5923030182519273,0.24765603024498772,0.6623233995268311,0.7700355736981136,1.060362447710006,1.4656179691590752,2.1620781133812175
I05,counter_clockwise,0.16210838642307168,0.5558809479258118,2.408760710601052,3.0490436536037846,3.4722273055535693,3.5154709474330366,3.530550725366843,0.16222608314040465,0.5563337928791392,2.4057469897954524,2.9979384169918863,3.3102540346337164,3.3310159053271806,3.336826056525372,0.35822438940100226,0.17169530408723066,1.563425285618366,2.584099271056478,3.095353398030187,3.112382372142779,3.119413990310129,0.47457593538646436,0.17236387888373628,1.0788741822110812,2.2007347333669864,2.679268435478795,2.6795954920279144,2.679623603804375,0.26347091717043886,0.3487506344007665,1.931650624425063,2.5564584805785913,2.57644796107507,2.5764479622184604,2.5764479622606764,0.27707010214872657,0.39861760995204265,1.7209296342857883,2.445600901596498,2.8125669497220027,2.8291906919012217,2.8360472143002293,0.07287922501307781,1.3851004320242737,2.726232736182965,2.8264113442253347,2.842143950776517,2.8424296123005206,2.8425132785612277,0.07247460573138961,1.4185176917683293,2.593561920333059,2.6378376034552957,2.6422937570024487,2.6423209256091695,2.642325412184391,0.10584315536248268,0.9538350390622985,2.4157675845040028,2.668438638112501,2.738998178571522,2.7413468794719775,2.7422545799332414,0.11630284382828242,0.8671772961688944,2.43659592781891,2.717749093127864,2.789886757540885,2.791841012296378,2.7921130767927433,0.09521822796937265,1.0540731305745794,2.540621731277497,2.710931810434886,2.7376313907807344,2.7377728122164626,2.7378117196744824,0.08380833223815984,1.207649270736938,2.516464640860801,2.7477781689885634,2.881910233625143,2.8948252129762735,2.900401215398352,0.1533981032748376,0.6688992089957644,2.1924785198969126,2.8743412064967053,3.382829070424812,3.4207168685263696,3.4449649452483904,0.2568259897862173,0.4462286874907022,1.639279609422374,2.2476295288215624,2.6246691538876803,2.640673506542953,2.6474659085436087,2.0905028990367787,0.05402418753122207,0.21725773207519322,0.4679833199885602,1.939877443720152,2.517885881431198,2.7892623430885064,6.037497337025914,0.22522365743735837,0.28764413400712274,0.3567391630599189,0.859178547980412,1.4201983340133766,1.947703243908683,2.5944659793144984,0.32391839975592873,0.740672048935156,0.7106394808329489,1.2006340322817066,1.7320905626688692,2.4296074750487477
